User-ID,ISBN,Book-Rating
U0012,BK00058,10
U0012,BK00023,5
U0013,BK00000,9
U0013,BK00004,9
U0013,BK00058,9
U0013,BK00040,9
U0013,BK00007,10
U0013,BK00041,10
U0013,BK00057,9
U0013,BK00028,3
U0013,BK00053,3
U0014,BK00000,10
U0014,BK00007,10
U0014,BK00040,10
U0014,BK00005,10
U0014,BK00020,3
U0014,BK00062,3
U0015,BK00020,8
U0015,BK00026,9
U0015,BK00022,9
U0015,BK00024,9
U0015,BK00021,8
U0015,BK00023,9
U0015,BK00027,10
U0015,BK00025,10
U0015,BK00031,7
U0015,BK00065,4
U0016,BK00026,8
U0016,BK00020,10
U0016,BK00021,8
U0016,BK00022,10
U0016,BK00023,9
U0016,BK00024,9
U0016,BK00027,10
U0016,BK00025,9
U0016,BK00058,5
U0017,BK00031,9
U0017,BK00034,9
U0017,BK00033,10
U0017,BK00030,10
U0018,BK00001,8
U0018,BK00014,10
U0018,BK00004,8
U0018,BK00046,10
U0018,BK00048,10
U0018,BK00009,9
U0018,BK00007,9
U0018,BK00006,10
U0018,BK00018,8
U0018,BK00005,9
U0018,BK00017,10
U0018,BK00016,9
U0018,BK00060,3
U0018,BK00032,5
U0018,BK00036,7
U0019,BK00048,10
U0019,BK00043,9
U0019,BK00045,10
U0019,BK00044,10
U0019,BK00046,8
U0019,BK00047,9
U0019,BK00039,5
U0020,BK00045,9
U0020,BK00044,8
U0020,BK00058,5
U0020,BK00027,7
U0020,BK00062,7
U0021,BK00017,8
U0021,BK00016,8
U0021,BK00014,10
U0021,BK00010,9
U0021,BK00011,9
U0021,BK00013,10
U0021,BK00037,10
U0021,BK00019,8
U0021,BK00033,10
U0021,BK00031,9
U0021,BK00036,8
U0021,BK00032,10
U0021,BK00030,9
U0021,BK00047,6
U0021,BK00025,7
U0021,BK00009,7
U0022,BK00052,9
U0022,BK00047,9
U0022,BK00045,9
U0022,BK00054,9
U0022,BK00049,10
U0022,BK00051,8
U0022,BK00046,9
U0022,BK00044,9
U0022,BK00048,9
U0022,BK00053,10
U0022,BK00043,9
U0022,BK00050,9
U0022,BK00004,3
U0022,BK00057,6
U0022,BK00018,6
U0023,BK00055,10
U0023,BK00058,10
U0023,BK00051,10
U0023,BK00053,10
U0023,BK00049,9
U0023,BK00054,10
U0023,BK00052,9
U0023,BK00056,9
U0023,BK00050,10
U0023,BK00057,10
U0023,BK00045,3
U0023,BK00024,6
U0024,BK00020,10
U0024,BK00026,9
U0024,BK00044,9
U0024,BK00021,10
U0024,BK00022,9
U0024,BK00023,9
U0024,BK00025,10
U0024,BK00024,9
U0024,BK00045,10
U0024,BK00027,9
U0024,BK00011,3
U0024,BK00003,6
U0024,BK00016,3
U0025,BK00034,8
U0025,BK00001,10
U0025,BK00000,9
U0025,BK00007,10
U0025,BK00006,9
U0025,BK00035,9
U0025,BK00019,4
U0025,BK00025,7
U0025,BK00018,7
U0025,BK00054,3
U0026,BK00042,10
U0026,BK00038,9
U0026,BK00039,8
U0026,BK00040,9
U0026,BK00041,10
U0026,BK00004,3
U0027,BK00002,10
U0027,BK00008,10
U0027,BK00043,10
U0027,BK00005,10
U0027,BK00000,9
U0027,BK00006,9
U0027,BK00007,9
U0027,BK00001,8
U0027,BK00048,9
U0027,BK00045,10
U0027,BK00047,9
U0027,BK00003,10
U0027,BK00044,10
U0027,BK00004,10
U0027,BK00046,10
U0027,BK00057,5
U0027,BK00027,3
U0027,BK00055,6
U0027,BK00050,5
U0028,BK00051,10
U0028,BK00054,10
U0028,BK00053,10
U0028,BK00050,9
U0028,BK00052,10
U0028,BK00049,10
U0028,BK00066,6
U0028,BK00012,3
U0028,BK00005,3
U0028,BK00015,5
U0029,BK00045,9
U0029,BK00044,10
U0029,BK00046,5
U0029,BK00056,5
U0029,BK00042,5
U0030,BK00015,9
U0030,BK00011,9
U0030,BK00012,9
U0030,BK00018,9
U0030,BK00016,8
U0030,BK00013,10
U0030,BK00017,9
U0030,BK00014,9
U0030,BK00019,8
U0030,BK00010,8
U0030,BK00028,7
U0031,BK00054,9
U0031,BK00020,10
U0031,BK00050,8
U0031,BK00024,8
U0031,BK00027,10
U0031,BK00052,10
U0031,BK00049,8
U0031,BK00011,7
U0031,BK00003,3
U0032,BK00024,10
U0032,BK00020,10
U0032,BK00021,9
U0032,BK00026,10
U0032,BK00023,10
U0032,BK00022,8
U0032,BK00027,10
U0032,BK00025,8
U0032,BK00066,4
U0032,BK00036,4
U0032,BK00019,5
U0033,BK00022,9
U0033,BK00024,9
U0033,BK00020,10
U0033,BK00021,8
U0033,BK00025,9
U0033,BK00026,9
U0033,BK00027,10
U0033,BK00023,9
U0033,BK00002,6
U0033,BK00014,3
U0034,BK00030,10
U0034,BK00029,10
U0034,BK00033,10
U0034,BK00037,10
U0034,BK00038,8
U0034,BK00039,10
U0034,BK00024,8
U0034,BK00031,10
U0034,BK00019,5
U0034,BK00045,7
U0034,BK00017,5
U0035,BK00019,10
U0035,BK00010,10
U0035,BK00014,8
U0035,BK00017,10
U0035,BK00018,9
U0035,BK00011,10
U0035,BK00013,9
U0035,BK00012,9
U0035,BK00016,8
U0035,BK00015,9
U0035,BK00044,5
U0036,BK00040,9
U0036,BK00049,10
U0036,BK00039,10
U0036,BK00050,10
U0036,BK00051,8
U0036,BK00038,9
U0036,BK00054,9
U0036,BK00041,10
U0036,BK00042,9
U0036,BK00052,9
U0036,BK00053,10
U0036,BK00003,6
U0036,BK00012,3
U0036,BK00033,3
U0037,BK00028,10
U0037,BK00027,9
U0037,BK00023,8
U0037,BK00030,9
U0037,BK00035,10
U0037,BK00031,9
U0037,BK00024,10
U0037,BK00041,9
U0037,BK00020,8
U0037,BK00040,9
U0037,BK00039,9
U0037,BK00038,10
U0037,BK00032,10
U0037,BK00036,10
U0037,BK00026,9
U0037,BK00034,10
U0037,BK00021,10
U0037,BK00025,10
U0037,BK00033,9
U0037,BK00029,9
U0037,BK00037,10
U0037,BK00009,7
U0037,BK00044,6
U0037,BK00012,6
U0037,BK00061,5
U0038,BK00034,9
U0038,BK00031,10
U0038,BK00037,10
U0038,BK00028,9
U0038,BK00030,8
U0038,BK00036,10
U0038,BK00032,8
U0038,BK00029,10
U0038,BK00035,10
U0038,BK00033,8
U0039,BK00044,8
U0039,BK00045,9
U0039,BK00043,7
U0039,BK00052,6
U0040,BK00058,8
U0040,BK00050,10
U0040,BK00052,8
U0040,BK00054,8
U0040,BK00055,10
U0040,BK00014,4
U0040,BK00044,5
U0041,BK00000,8
U0041,BK00004,10
U0041,BK00005,10
U0041,BK00002,10
U0041,BK00003,9
U0041,BK00001,10
U0041,BK00008,10
U0041,BK00006,9
U0041,BK00007,9
U0041,BK00009,10
U0041,BK00021,5
U0042,BK00009,10
U0042,BK00042,10
U0042,BK00005,9
U0042,BK00003,10
U0042,BK00040,9
U0042,BK00039,9
U0042,BK00002,8
U0042,BK00000,10
U0042,BK00008,9
U0042,BK00007,8
U0042,BK00041,10
U0042,BK00006,8
U0042,BK00004,10
U0042,BK00001,10
U0042,BK00038,9
U0042,BK00047,4
U0042,BK00016,7
U0042,BK00025,5
U0043,BK00030,10
U0043,BK00029,9
U0043,BK00028,9
U0043,BK00037,9
U0043,BK00031,10
U0043,BK00035,9
U0043,BK00034,10
U0043,BK00033,10
U0043,BK00032,9
U0043,BK00036,9
U0043,BK00020,5
U0043,BK00057,6
U0044,BK00046,9
U0044,BK00047,10
U0044,BK00048,10
U0044,BK00016,9
U0044,BK00012,8
U0044,BK00014,9
U0044,BK00011,10
U0044,BK00043,8
U0044,BK00017,10
U0044,BK00015,10
U0044,BK00018,9
U0044,BK00013,10
U0044,BK00010,9
U0044,BK00019,8
U0044,BK00057,6
U0044,BK00061,5
U0045,BK00011,9
U0045,BK00019,10
U0045,BK00025,10
U0045,BK00027,9
U0045,BK00024,10
U0045,BK00052,6
U0046,BK00019,9
U0046,BK00013,10
U0046,BK00044,8
U0046,BK00021,8
U0046,BK00011,9
U0046,BK00023,9
U0046,BK00027,9
U0046,BK00018,10
U0046,BK00014,9
U0046,BK00025,8
U0046,BK00016,10
U0046,BK00010,9
U0046,BK00017,10
U0046,BK00020,9
U0046,BK00015,9
U0046,BK00022,9
U0046,BK00045,9
U0046,BK00026,10
U0046,BK00012,8
U0047,BK00059,9
U0047,BK00063,10
U0047,BK00022,10
U0047,BK00021,8
U0047,BK00061,8
U0047,BK00020,10
U0047,BK00064,10
U0047,BK00062,9
U0047,BK00025,10
U0047,BK00026,10
U0047,BK00065,8
U0047,BK00024,10
U0047,BK00060,10
U0047,BK00066,9
U0047,BK00023,10
U0047,BK00027,8
U0048,BK00004,10
U0048,BK00001,9
U0048,BK00002,8
U0048,BK00041,9
U0048,BK00009,9
U0048,BK00014,7
U0048,BK00015,7
U0048,BK00030,7
U0049,BK00056,10
U0049,BK00057,9
U0049,BK00058,10
U0049,BK00044,10
U0049,BK00055,10
U0049,BK00045,8
U0049,BK00028,5
U0049,BK00062,6
U0049,BK00014,5
U0050,BK00046,10
U0050,BK00027,9
U0050,BK00026,10
U0050,BK00025,8
U0050,BK00022,9
U0050,BK00043,10
U0050,BK00021,9
U0050,BK00047,9
U0050,BK00024,8
U0050,BK00020,10
U0050,BK00023,10
U0050,BK00048,9
U0051,BK00049,10
U0051,BK00051,10
U0051,BK00053,10
U0051,BK00054,8
U0051,BK00050,10
U0051,BK00052,9
U0051,BK00060,3
U0051,BK00035,4
U0051,BK00055,5
U0052,BK00047,9
U0052,BK00066,8
U0052,BK00064,8
U0052,BK00061,10
U0053,BK00045,9
U0053,BK00044,9
U0053,BK00049,7
U0054,BK00024,10
U0054,BK00009,8
U0054,BK00011,9
U0054,BK00021,10
U0054,BK00012,8
U0054,BK00018,9
U0054,BK00004,10
U0054,BK00003,10
U0054,BK00005,10
U0054,BK00056,5
U0054,BK00054,3
U0054,BK00047,4
U0054,BK00041,6
U0055,BK00006,10
U0055,BK00034,9
U0055,BK00004,8
U0055,BK00036,10
U0055,BK00008,8
U0055,BK00009,10
U0055,BK00059,8
U0055,BK00003,10
U0055,BK00000,8
U0055,BK00064,9
U0055,BK00062,10
U0055,BK00005,10
U0055,BK00035,10
U0055,BK00054,6
U0055,BK00024,6
U0055,BK00052,5
U0056,BK00045,8
U0056,BK00044,9
U0056,BK00060,6
U0056,BK00048,7
U0056,BK00011,6
U0056,BK00057,7
U0057,BK00045,10
U0057,BK00044,8
U0057,BK00021,7
U0057,BK00009,7
U0058,BK00046,10
U0058,BK00043,9
U0058,BK00047,8
U0058,BK00048,9
U0058,BK00012,6
U0058,BK00011,6
U0059,BK00063,9
U0059,BK00043,9
U0059,BK00061,8
U0059,BK00066,8
U0059,BK00047,10
U0059,BK00051,10
U0059,BK00048,10
U0059,BK00052,10
U0059,BK00050,10
U0059,BK00059,10
U0059,BK00064,10
U0059,BK00053,8
U0059,BK00049,10
U0059,BK00046,10
U0059,BK00028,4
U0059,BK00002,5
U0059,BK00003,7
U0060,BK00023,9
U0060,BK00056,10
U0060,BK00021,10
U0060,BK00026,10
U0060,BK00057,10
U0061,BK00055,10
U0061,BK00026,9
U0061,BK00058,9
U0061,BK00025,8
U0061,BK00047,10
U0061,BK00046,9
U0061,BK00020,9
U0061,BK00056,9
U0061,BK00021,10
U0061,BK00022,9
U0061,BK00048,10
U0061,BK00024,8
U0061,BK00023,9
U0061,BK00016,7
U0061,BK00062,6
U0062,BK00057,9
U0062,BK00058,9
U0062,BK00026,10
U0062,BK00055,9
U0062,BK00025,9
U0062,BK00020,9
U0062,BK00019,4
U0062,BK00011,3
U0063,BK00058,9
U0063,BK00056,10
U0063,BK00018,10
U0063,BK00010,9
U0063,BK00015,10
U0063,BK00012,9
U0063,BK00016,10
U0063,BK00011,9
U0063,BK00017,9
U0063,BK00019,10
U0063,BK00014,9
U0063,BK00057,9
U0063,BK00013,10
U0063,BK00055,10
U0063,BK00033,6
U0063,BK00053,5
U0063,BK00060,6
U0064,BK00026,9
U0064,BK00023,8
U0064,BK00057,9
U0064,BK00044,9
U0064,BK00055,10
U0064,BK00021,10
U0064,BK00045,9
U0064,BK00024,10
U0064,BK00027,8
U0064,BK00020,9
U0065,BK00043,9
U0065,BK00002,10
U0065,BK00004,9
U0065,BK00001,10
U0065,BK00048,10
U0065,BK00008,10
U0065,BK00046,8
U0065,BK00047,8
U0065,BK00003,8
U0065,BK00009,9
U0065,BK00007,9
U0065,BK00000,9
U0065,BK00006,10
U0065,BK00005,10
U0065,BK00012,7
U0066,BK00014,9
U0066,BK00011,9
U0066,BK00010,9
U0066,BK00013,10
U0066,BK00016,8
U0066,BK00019,10
U0066,BK00017,9
U0066,BK00041,9
U0066,BK00040,10
U0066,BK00039,10
U0066,BK00042,9
U0066,BK00001,3
U0066,BK00055,7
U0066,BK00044,5
U0066,BK00051,3
U0067,BK00003,9
U0067,BK00056,10
U0067,BK00000,10
U0067,BK00066,9
U0067,BK00063,9
U0067,BK00055,8
U0067,BK00006,10
U0067,BK00007,8
U0067,BK00008,9
U0067,BK00060,9
U0067,BK00058,8
U0067,BK00065,9
U0067,BK00001,8
U0067,BK00002,9
U0067,BK00057,9
U0067,BK00004,10
U0067,BK00046,6
U0067,BK00031,7
U0068,BK00042,10
U0068,BK00000,9
U0068,BK00007,9
U0068,BK00038,10
U0068,BK00005,10
U0068,BK00008,9
U0068,BK00009,10
U0068,BK00039,9
U0068,BK00001,8
U0068,BK00040,10
U0068,BK00035,3
U0068,BK00062,6
U0068,BK00043,7
U0069,BK00057,10
U0069,BK00055,10
U0069,BK00058,9
U0069,BK00056,10
U0069,BK00019,5
U0069,BK00028,6
U0070,BK00047,9
U0070,BK00048,8
U0070,BK00043,9
U0070,BK00046,10
U0070,BK00023,6
U0070,BK00032,3
U0070,BK00055,4
U0071,BK00033,9
U0071,BK00034,9
U0071,BK00028,9
U0071,BK00032,8
U0071,BK00029,8
U0071,BK00031,9
U0071,BK00030,10
U0071,BK00037,10
U0071,BK00036,10
U0071,BK00035,10
U0071,BK00008,3
U0071,BK00043,5
U0071,BK00023,5
U0071,BK00025,6
U0072,BK00066,9
U0072,BK00060,9
U0072,BK00059,8
U0072,BK00065,10
U0072,BK00064,10
U0072,BK00063,9
U0072,BK00062,9
U0072,BK00061,9
U0073,BK00046,10
U0073,BK00043,8
U0073,BK00047,9
U0073,BK00048,10
U0073,BK00054,7
U0074,BK00058,8
U0074,BK00050,10
U0074,BK00057,10
U0074,BK00051,10
U0074,BK00052,9
U0074,BK00054,9
U0074,BK00053,10
U0074,BK00056,10
U0074,BK00004,4
U0074,BK00008,4
U0074,BK00020,6
U0074,BK00041,7
U0075,BK00012,10
U0075,BK00014,9
U0075,BK00019,9
U0075,BK00011,9
U0075,BK00017,10
U0075,BK00016,10
U0075,BK00015,8
U0075,BK00013,10
U0075,BK00018,9
U0075,BK00010,10
U0075,BK00022,7
U0075,BK00050,4
U0076,BK00059,10
U0076,BK00065,10
U0076,BK00066,9
U0076,BK00064,9
U0076,BK00063,10
U0076,BK00061,9
U0076,BK00060,10
U0076,BK00062,9
U0076,BK00026,6
U0076,BK00039,3
U0076,BK00040,3
U0076,BK00001,4
U0077,BK00050,10
U0077,BK00049,10
U0077,BK00051,8
U0077,BK00045,9
U0077,BK00053,9
U0077,BK00054,10
U0077,BK00052,8
U0077,BK00044,9
U0077,BK00008,6
U0077,BK00056,4
U0077,BK00023,4
U0078,BK00006,10
U0078,BK00009,8
U0078,BK00003,8
U0078,BK00008,10
U0078,BK00001,10
U0078,BK00002,10
U0078,BK00004,9
U0078,BK00000,9
U0078,BK00007,10
U0078,BK00005,9
U0078,BK00039,3
U0078,BK00041,3
U0078,BK00066,5
U0078,BK00029,6
U0079,BK00002,9
U0079,BK00053,9
U0079,BK00040,10
U0079,BK00000,9
U0079,BK00001,8
U0079,BK00006,10
U0079,BK00049,10
U0079,BK00013,6
U0079,BK00057,7
U0079,BK00056,5
U0080,BK00014,9
U0080,BK00013,10
U0080,BK00012,10
U0080,BK00019,10
U0080,BK00026,9
U0080,BK00063,10
U0080,BK00065,10
U0080,BK00050,4
U0080,BK00043,5
U0080,BK00002,7
U0080,BK00008,5
U0081,BK00045,9
U0081,BK00044,8
U0081,BK00038,6
U0081,BK00062,7
U0081,BK00002,5
U0081,BK00049,3
U0082,BK00035,9
U0082,BK00032,8
U0082,BK00054,10
U0082,BK00033,8
U0082,BK00029,9
U0082,BK00064,3
U0083,BK00048,9
U0083,BK00046,10
U0083,BK00045,9
U0083,BK00047,10
U0083,BK00044,10
U0083,BK00043,10
U0083,BK00033,5
U0084,BK00051,9
U0084,BK00053,10
U0084,BK00054,9
U0084,BK00052,9
U0084,BK00050,9
U0084,BK00049,9
U0084,BK00015,4
U0085,BK00053,8
U0085,BK00049,9
U0085,BK00054,10
U0085,BK00043,9
U0085,BK00052,10
U0085,BK00050,9
U0085,BK00048,9
U0085,BK00046,10
U0085,BK00047,9
U0085,BK00051,10
U0085,BK00002,5
U0085,BK00018,4
U0086,BK00062,10
U0086,BK00060,9
U0086,BK00059,10
U0086,BK00063,8
U0086,BK00065,9
U0086,BK00061,8
U0086,BK00064,10
U0086,BK00066,9
U0087,BK00065,9
U0087,BK00053,8
U0087,BK00054,10
U0087,BK00066,10
U0087,BK00049,9
U0087,BK00050,9
U0087,BK00052,8
U0087,BK00063,8
U0087,BK00064,9
U0087,BK00062,10
U0087,BK00026,7
U0088,BK00048,8
U0088,BK00047,9
U0088,BK00046,9
U0088,BK00043,10
U0088,BK00029,5
U0088,BK00017,4
U0088,BK00012,3
U0088,BK00055,5
U0089,BK00032,9
U0089,BK00033,10
U0089,BK00030,9
U0089,BK00060,10
U0089,BK00065,9
U0089,BK00035,9
U0089,BK00034,9
U0089,BK00061,10
U0089,BK00037,10
U0089,BK00020,3
U0089,BK00015,5
U0089,BK00000,5
U0090,BK00007,9
U0090,BK00004,9
U0090,BK00002,10
U0090,BK00003,9
U0090,BK00005,9
U0090,BK00008,9
U0090,BK00009,10
U0091,BK00052,10
U0091,BK00053,10
U0091,BK00054,9
U0091,BK00051,8
U0091,BK00049,10
U0091,BK00050,8
U0091,BK00061,3
U0091,BK00056,7
U0091,BK00005,7
U0091,BK00033,4
U0092,BK00063,9
U0092,BK00061,8
U0092,BK00058,10
U0092,BK00022,9
U0092,BK00062,8
U0092,BK00056,9
U0092,BK00024,10
U0092,BK00023,8
U0092,BK00055,8
U0092,BK00059,10
U0092,BK00057,9
U0092,BK00060,8
U0092,BK00066,10
U0092,BK00064,8
U0092,BK00003,3
U0092,BK00043,6
U0092,BK00037,3
U0092,BK00051,5
U0093,BK00062,8
U0093,BK00065,9
U0093,BK00026,10
U0093,BK00027,10
U0093,BK00064,10
U0093,BK00066,10
U0093,BK00021,10
U0093,BK00059,9
U0093,BK00022,9
U0093,BK00025,10
U0093,BK00063,9
U0093,BK00020,9
U0093,BK00060,9
U0093,BK00061,9
U0093,BK00023,8
U0093,BK00024,8
U0093,BK00000,6
U0094,BK00003,10
U0094,BK00037,10
U0094,BK00001,9
U0094,BK00032,10
U0094,BK00057,9
U0094,BK00056,8
U0094,BK00012,4
U0095,BK00033,9
U0095,BK00030,10
U0095,BK00032,9
U0095,BK00042,10
U0095,BK00048,10
U0095,BK00031,9
U0095,BK00041,9
U0095,BK00029,9
U0095,BK00043,9
U0095,BK00037,10
U0095,BK00038,8
U0095,BK00040,10
U0095,BK00028,10
U0095,BK00034,10
U0095,BK00035,10
U0095,BK00046,10
U0095,BK00036,9
U0095,BK00039,10
U0095,BK00047,9
U0095,BK00020,5
U0095,BK00063,4
U0095,BK00026,5
U0095,BK00009,3
U0096,BK00017,9
U0096,BK00048,8
U0096,BK00043,10
U0096,BK00010,9
U0096,BK00012,10
U0096,BK00019,9
U0096,BK00046,10
U0096,BK00013,9
U0096,BK00016,10
U0096,BK00011,9
U0096,BK00015,9
U0096,BK00018,10
U0096,BK00014,10
U0096,BK00047,10
U0096,BK00000,5
U0096,BK00023,5
U0097,BK00058,9
U0097,BK00043,9
U0097,BK00056,8
U0097,BK00048,9
U0097,BK00047,10
U0097,BK00057,10
U0097,BK00046,10
U0097,BK00055,10
U0097,BK00002,5
U0097,BK00036,4
U0097,BK00063,4
U0098,BK00031,10
U0098,BK00035,10
U0098,BK00036,9
U0098,BK00033,10
U0098,BK00032,8
U0098,BK00034,10
U0098,BK00045,8
U0098,BK00037,8
U0098,BK00044,8
U0098,BK00028,8
U0098,BK00029,10
U0098,BK00030,9
U0098,BK00058,4
U0099,BK00023,10
U0099,BK00024,10
U0099,BK00027,10
U0099,BK00022,10
U0100,BK00008,8
U0100,BK00006,10
U0100,BK00000,9
U0100,BK00007,9
U0100,BK00004,9
U0100,BK00002,10
U0100,BK00005,10
U0100,BK00009,9
U0100,BK00001,9
U0100,BK00003,9
U0101,BK00017,9
U0101,BK00019,8
U0101,BK00013,10
U0101,BK00046,10
U0101,BK00014,9
U0101,BK00011,10
U0101,BK00010,8
U0101,BK00048,10
U0101,BK00043,8
U0101,BK00015,9
U0101,BK00047,9
U0101,BK00012,10
U0101,BK00018,10
U0101,BK00016,9
U0102,BK00018,9
U0102,BK00010,9
U0102,BK00012,10
U0102,BK00016,9
U0102,BK00017,10
U0102,BK00019,10
U0102,BK00011,10
U0102,BK00015,9
U0102,BK00014,10
U0102,BK00013,9
U0103,BK00055,9
U0103,BK00058,10
U0103,BK00056,10
U0103,BK00057,10
U0104,BK00008,8
U0104,BK00003,8
U0104,BK00009,9
U0104,BK00048,9
U0104,BK00001,10
U0104,BK00004,9
U0104,BK00002,10
U0104,BK00006,9
U0104,BK00046,9
U0104,BK00000,8
U0104,BK00007,8
U0104,BK00043,8
U0104,BK00028,5
U0104,BK00065,6
U0104,BK00025,5
U0104,BK00059,5
U0105,BK00022,8
U0105,BK00023,9
U0105,BK00026,10
U0105,BK00024,8
U0105,BK00025,10
U0105,BK00020,10
U0106,BK00004,9
U0106,BK00009,8
U0106,BK00045,9
U0106,BK00006,10
U0106,BK00001,9
U0106,BK00002,10
U0106,BK00008,9
U0106,BK00007,10
U0106,BK00005,8
U0106,BK00044,9
U0106,BK00000,9
U0106,BK00003,9
U0106,BK00027,6
U0106,BK00041,7
U0107,BK00037,9
U0107,BK00028,9
U0107,BK00051,9
U0107,BK00049,10
U0107,BK00013,9
U0107,BK00017,10
U0107,BK00016,9
U0107,BK00053,9
U0107,BK00044,6
U0107,BK00064,5
U0108,BK00034,9
U0108,BK00053,8
U0108,BK00035,10
U0108,BK00037,10
U0108,BK00028,9
U0108,BK00054,9
U0108,BK00050,9
U0108,BK00052,9
U0108,BK00051,9
U0108,BK00032,10
U0108,BK00036,10
U0108,BK00049,8
U0108,BK00030,10
U0108,BK00029,10
U0108,BK00038,6
U0109,BK00044,8
U0109,BK00065,8
U0109,BK00058,8
U0109,BK00061,9
U0109,BK00062,9
U0109,BK00045,10
U0109,BK00063,10
U0109,BK00059,10
U0109,BK00060,10
U0109,BK00055,10
U0109,BK00064,9
U0109,BK00057,10
U0109,BK00066,9
U0109,BK00056,10
U0109,BK00052,6
U0109,BK00027,7
U0110,BK00023,9
U0110,BK00046,8
U0110,BK00001,8
U0110,BK00022,8
U0110,BK00009,9
U0110,BK00024,8
U0110,BK00048,9
U0110,BK00004,9
U0110,BK00025,10
U0110,BK00027,9
U0110,BK00005,10
U0110,BK00043,9
U0110,BK00000,9
U0110,BK00007,10
U0110,BK00008,10
U0110,BK00020,10
U0110,BK00003,9
U0110,BK00047,10
U0110,BK00006,9
U0111,BK00044,9
U0111,BK00045,9
U0111,BK00056,5
U0111,BK00051,3
U0111,BK00000,7
U0112,BK00057,9
U0112,BK00056,10
U0112,BK00055,10
U0112,BK00058,9
U0113,BK00011,10
U0113,BK00014,10
U0113,BK00062,10
U0113,BK00066,9
U0113,BK00059,10
U0113,BK00010,10
U0113,BK00015,10
U0113,BK00017,9
U0113,BK00045,10
U0113,BK00060,10
U0113,BK00061,9
U0113,BK00019,10
U0113,BK00013,9
U0113,BK00064,10
U0113,BK00012,9
U0113,BK00042,4
U0114,BK00043,10
U0114,BK00046,10
U0114,BK00048,10
U0114,BK00047,10
U0114,BK00012,6
U0115,BK00049,9
U0115,BK00044,9
U0115,BK00051,10
U0115,BK00053,10
U0115,BK00045,10
U0115,BK00050,10
U0115,BK00052,10
U0115,BK00054,8
U0115,BK00034,7
U0116,BK00040,9
U0116,BK00038,9
U0116,BK00042,8
U0116,BK00039,10
U0116,BK00041,9
U0116,BK00006,5
U0116,BK00052,3
U0116,BK00058,6
U0117,BK00037,9
U0117,BK00033,9
U0117,BK00034,9
U0117,BK00029,10
U0117,BK00032,9
U0117,BK00035,10
U0117,BK00036,8
U0117,BK00028,9
